"filename", "language", "YAML", "Dart", "Markdown", "CSS", "JavaScript", "JSON", "Swift", "C++", "HTML", "XML", "Properties", "Groovy", "comment", "blank", "total"
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\view\petilla_detail_view.dart", "Dart", 0, 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 291
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\view\petilla_home_view.dart", "Dart", 0, 413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 447
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\view\petilla_insert_view.dart", "Dart", 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 118
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\add_view_two_view_model.dart", "Dart", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 102
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\add_view_two_view_model.g.dart", "Dart", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 95
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\add_view_view_model.dart", "Dart", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 65
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\add_view_view_model.g.dart", "Dart", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 83
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\chat_select_view_model.dart", "Dart", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 60
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\chat_select_view_model.g.dart", "Dart", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 52
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\favorites_view_view_model.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 42
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\favorites_view_view_model.g.dart", "Dart", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 77
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\in_chat_view_view_model.dart", "Dart", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 44
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\in_chat_view_view_model.g.dart", "Dart", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 41
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\patilla_view_model.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\patilla_view_model.g.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 19
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\other_profile_view_view_model.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\other_profile_view_view_model.g.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 19
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\petilla_detail_view_view_model.dart", "Dart", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 62
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\patilla\viewmodel\petilla_detail_view_view_model.g.dart", "Dart", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 83
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\pet_form\main_pet_form.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\pet_form\service\group_message_service.dart", "Dart", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\pet_form\view\group_template_view.dart", "Dart", 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 208
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\pet_form\view\petform_home_view.dart", "Dart", 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 165
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\pet_form\viewmodel\group_template_view_model.dart", "Dart", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 36
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\pet_form\viewmodel\group_template_view_model.g.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 44
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\pet_form\viewmodel\petform_home_view_model.dart", "Dart", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\pet_form\viewmodel\petform_home_view_model.g.dart", "Dart", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 35
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\core\components\heart_animation_widget.dart", "Dart", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 72
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\core\components\photo_widget.dart", "Dart", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 129
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\core\firebase\load_photo_to_firebase.dart", "Dart", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\core\models\post_model.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\view\add_post_view.dart", "Dart", 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 117
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\view\petcook_control_view.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\view\petcook_home_view.dart", "Dart", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 132
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\viewmodel\add_post_view_model.dart", "Dart", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 13, 77
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\viewmodel\add_post_view_model.g.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 29
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\viewmodel\petcook_home_view_view_model.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 31
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\apps\petcook\viewmodel\petcook_home_view_view_model.g.dart", "Dart", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 33
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\other\view\about_view.dart", "Dart", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\other\view\feedback_view.dart", "Dart", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 108
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\other\view\social_connection_view.dart", "Dart", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 62
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\other\viewmodel\feedback_view_view_model.dart", "Dart", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 33
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\other\viewmodel\feedback_view_view_model.g.dart", "Dart", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 30
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\start\core\components\select_app_widget.dart", "Dart", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 82
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\start\view\select_app_view.dart", "Dart", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 118
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\start\viewmodel\select_app_view_view_model.dart", "Dart", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 26
"c:\Users\oguzk\Documents\GitHub\Petilla\lib\view\user\start\viewmodel\select_app_view_view_model.g.dart", "Dart", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 33
"c:\Users\oguzk\Documents\GitHub\Petilla\pubspec.yaml", "YAML", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 24, 105
"c:\Users\oguzk\Documents\GitHub\Petilla\test\widget_test.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 29
"c:\Users\oguzk\Documents\GitHub\Petilla\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 16, 7, 64
"c:\Users\oguzk\Documents\GitHub\Petilla\web\manifest.json", "JSON", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\oguzk\Documents\GitHub\Petilla\web\splash\splash.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\oguzk\Documents\GitHub\Petilla\web\splash\style.css", "CSS", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 57
"Total", "-", 60, 7970, 19, 48, 5, 3649, 12, 1, 41, 517, 8, 106, 379, 1486, 14301
