"filename", "language", "YAML", "Dart", "JSON", "XML", "comment", "blank", "total"
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\view\other_profile_view.dart", "Dart", 0, 93, 0, 0, 1, 15, 109
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\view\petilla_detail_view.dart", "Dart", 0, 197, 0, 0, 0, 27, 224
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\view\petilla_home_view.dart", "Dart", 0, 392, 0, 0, 0, 34, 426
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\view\petilla_insert_view.dart", "Dart", 0, 101, 0, 0, 0, 15, 116
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\add_view_two_view_model.dart", "Dart", 0, 66, 0, 0, 1, 7, 74
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\add_view_two_view_model.g.dart", "Dart", 0, 44, 0, 0, 5, 8, 57
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\add_view_view_model.dart", "Dart", 0, 51, 0, 0, 1, 13, 65
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\add_view_view_model.g.dart", "Dart", 0, 61, 0, 0, 5, 17, 83
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\chat_select_view_model.dart", "Dart", 0, 51, 0, 0, 1, 8, 60
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\chat_select_view_model.g.dart", "Dart", 0, 38, 0, 0, 5, 9, 52
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\favorites_view_view_model.dart", "Dart", 0, 30, 0, 0, 1, 11, 42
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\favorites_view_view_model.g.dart", "Dart", 0, 56, 0, 0, 5, 16, 77
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\in_chat_view_view_model.dart", "Dart", 0, 36, 0, 0, 1, 7, 44
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\in_chat_view_view_model.g.dart", "Dart", 0, 28, 0, 0, 5, 8, 41
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\main_petilla_view_model.dart", "Dart", 0, 13, 0, 0, 1, 6, 20
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\main_petilla_view_model.g.dart", "Dart", 0, 8, 0, 0, 5, 6, 19
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\other_profile_view_view_model.dart", "Dart", 0, 13, 0, 0, 1, 6, 20
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\other_profile_view_view_model.g.dart", "Dart", 0, 8, 0, 0, 5, 6, 19
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\petilla_detail_view_view_model.dart", "Dart", 0, 49, 0, 0, 1, 12, 62
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\main_petilla\viewmodel\petilla_detail_view_view_model.g.dart", "Dart", 0, 60, 0, 0, 5, 18, 83
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\pet_form\main_pet_form.dart", "Dart", 0, 9, 0, 0, 0, 3, 12
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\pet_form\service\group_message_service.dart", "Dart", 0, 17, 0, 0, 0, 2, 19
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\pet_form\view\group_template_view.dart", "Dart", 0, 183, 0, 0, 0, 23, 206
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\pet_form\view\petform_home_view.dart", "Dart", 0, 139, 0, 0, 1, 18, 158
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\pet_form\viewmodel\group_template_view_model.dart", "Dart", 0, 27, 0, 0, 1, 8, 36
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\pet_form\viewmodel\group_template_view_model.g.dart", "Dart", 0, 30, 0, 0, 5, 9, 44
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\pet_form\viewmodel\petform_home_view_model.dart", "Dart", 0, 34, 0, 0, 0, 6, 40
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\apps\pet_form\viewmodel\petform_home_view_model.g.dart", "Dart", 0, 22, 0, 0, 5, 8, 35
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\auth\onboard\view\onboarding.dart", "Dart", 0, 137, 0, 0, 3, 20, 160
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\auth\onboard\view\onboarding_one_view.dart", "Dart", 0, 40, 0, 0, 1, 6, 47
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\auth\onboard\view\onboarding_three_view.dart", "Dart", 0, 40, 0, 0, 1, 7, 48
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\auth\onboard\view\onboarding_two_view.dart", "Dart", 0, 40, 0, 0, 1, 7, 48
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\auth\onboard\viewmodel\onboarding_view_model.dart", "Dart", 0, 14, 0, 0, 0, 2, 16
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\auth\service\auth_service.dart", "Dart", 0, 40, 0, 0, 0, 6, 46
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\auth\view\login_view.dart", "Dart", 0, 156, 0, 0, 1, 19, 176
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\auth\view\register_view.dart", "Dart", 0, 137, 0, 0, 1, 20, 158
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\auth\viewmodel\login_view_model.dart", "Dart", 0, 22, 0, 0, 0, 2, 24
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\auth\viewmodel\register_view_model.dart", "Dart", 0, 23, 0, 0, 0, 2, 25
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\start\core\components\select_app_widget.dart", "Dart", 0, 60, 0, 0, 0, 7, 67
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\start\view\select_app_view.dart", "Dart", 0, 129, 0, 0, 1, 17, 147
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\start\viewmodel\select_app_view_view_model.dart", "Dart", 0, 18, 0, 0, 1, 6, 25
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\view\user\start\viewmodel\select_app_view_view_model.g.dart", "Dart", 0, 20, 0, 0, 5, 8, 33
"c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\pubspec.yaml", "YAML", 3, 0, 0, 0, 1, 1, 5
"Total", "-", 3, 704, 5, 2, 19, 116, 849
